,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
7936,Ludwig van Beethoven,"Piano Sonata No. 6 in F Major, Op. 10 No. 2: 1. Allegro",6YTkX1vYWNsyrmpmbxF6Lr,3,0.409,0.18,5,-18.672,1,0.0368,0.989,0.902,0.0766,0.249,99.963,499027,4
7937,Ludwig van Beethoven,"String Quartet No. 10 in E-Flat Major, Op. 74 ""Harp"": 4. Allegretto con variazioni",6ZER4ffbXBmx8Q1n5kyhfr,4,0.361,0.0915,3,-18.853,1,0.0465,0.946,0.834,0.298,0.268,112.817,377333,4
7938,Ludwig van Beethoven,"23 Songs of Various Nationalities, WoO 158a: 5. Teppichkrämer-Lied",6apngwFQsjBIG1l47Uh1gM,1,0.521,0.0667,5,-20.551,1,0.0527,0.992,0.000671,0.125,0.648,112.13,236000,3
7939,Ludwig van Beethoven,"12 Scottish Songs, WoO 156: 2. Duncan Gray",6azkJHQq6CFrnumQNCd1Lv,1,0.441,0.154,9,-20.194,1,0.0721,0.992,0.000113,0.0607,0.441,148.244,161000,4
7940,Wolfgang Amadeus Mozart,"Piano Concerto No. 20 in D Minor, K. 466: 2. Romance",6b9DZG2kSgAjOXGcV7dgtq,4,0.198,0.049,10,-23.199,1,0.0354,0.992,0.892,0.0989,0.0917,77.573,588667,4
7941,Ludwig van Beethoven,"12 Irish Songs, WoO 154: 10. The Hero May Perish",6ck9wJ1XmjLRWNOEWQv5Wg,1,0.386,0.0789,2,-20.459,1,0.058,0.988,0.00544,0.136,0.459,94.694,148000,4
7942,Ludwig van Beethoven,"The Creatures of Prometheus, Op. 43: Overtura. Adagio - Allegro molto con brio",6dCP0i92wXkBkWup4mOceO,3,0.345,0.152,0,-16.352,1,0.0507,0.943,0.927,0.125,0.183,152.741,290040,4
7943,Ludwig van Beethoven,"Piano Sonata No. 26 in E-Flat Major, Op. 81a ""Les Adieux"": 3. Das Wiedersehn (Vivacissimamente)",6dLPViMSnKUpu1CcQwH1cV,1,0.25,0.172,3,-18.37,1,0.0353,0.988,0.922,0.112,0.241,74.883,364853,4
7944,Ludwig van Beethoven,"26 Welsh Songs, WoO 155: 11. Merch Megan",6eH5cBBZtJHwoWzcPaOdT5,1,0.38,0.115,3,-19.588,1,0.0444,0.992,0.0367,0.168,0.468,79.941,169000,3
7945,Ludwig van Beethoven,"String Quartet No. 6 in B-Flat Major, Op. 18 No. 6: 4. La Malinconia. Adagio - Allegretto quasi allegro - Adagio - Allegretto - Poco adagio - Prestissimo",6eMtpUYgmaRiNjnw2IllX8,4,0.275,0.0755,10,-26.059,1,0.0493,0.925,0.702,0.0838,0.0455,107.825,496000,4
7946,Ludwig van Beethoven,"Das liebe Kätzchen, Hess 133",6fUz5myYF1PtA9YB3E53O5,0,0.67,0.146,4,-19.494,1,0.166,0.871,0.0,0.22,0.667,146.143,34707,4
7947,Ludwig van Beethoven,"String Quintet in C Minor, Op. 104: 2. Andante cantabile con variazioni",6gSw5IMAkQhq5tPJyam7kz,3,0.291,0.0765,3,-23.384,1,0.0462,0.987,0.435,0.152,0.294,129.393,479413,4
7948,Ludwig van Beethoven,"26 Welsh Songs, WoO 155: 15. When Mortals All to Rest Retire",6h46q50KwUSjkzDQEZgrqx,1,0.232,0.0936,9,-19.009,0,0.0588,0.994,0.00952,0.0869,0.078,161.363,225000,3
7949,Ludwig van Beethoven,"Verschiedene Volkslieder, WoO 157: 4. O Sanctissima",6iJRKTd6z7706nKhuVx3YW,1,0.192,0.148,5,-19.481,1,0.0631,0.994,0.502,0.102,0.106,73.146,97000,4
7950,Ludwig van Beethoven,"String Quintet No. 2 in C Major, Op. 29: 4. Presto",6iiQaCvuM9OvptjRytsvDt,5,0.325,0.108,0,-17.402,1,0.0536,0.971,0.53,0.133,0.243,89.536,442560,3
7951,Ludwig van Beethoven,"Piano Trio in B-Flat Major, Op. 97: 2. Scherzo. Allegro",6jpnEZ8ZnVBeAGmDuAg8GX,1,0.412,0.0852,10,-17.749,1,0.037,0.989,0.917,0.071,0.375,94.446,703640,4
7952,Ludwig van Beethoven,"Ah! perfido, Op. 65 - Live",6k9T13tW3nQGjicahhSqqv,3,0.217,0.042,3,-22.415,1,0.0528,0.97,4.66e-05,0.0907,0.0387,85.213,803000,4
7953,Ludwig van Beethoven,"String Quartet No.15 in A Minor, Op.132: 5. Allegro appassionato",6kvKQ5GIYmACkOd8nCRVlT,2,0.254,0.0987,9,-18.708,0,0.0447,0.965,0.705,0.0634,0.218,92.092,420080,4
7954,Ludwig van Beethoven,"5 Pieces for Musical Clock, WoO 33: 1. Adagio. Adagio assai in F Major",6lb1yEsI5cnbaVhc01ZUU3,1,0.177,0.00544,5,-35.948,1,0.0439,0.971,0.859,0.0899,0.209,63.563,326027,4
7955,Ludwig van Beethoven,"Septet in E-Flat Major, Op. 20: 6. Andante con moto alla Marcia - Presto",6lzX0Zvrg7pL7CvXIF6Ktk,2,0.36,0.15,3,-18.817,1,0.0386,0.98,0.76,0.0876,0.203,101.61,433720,4
7956,Ludwig van Beethoven,"Piano Sonata No.14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": 1. Adagio sostenuto",6mAzXWTNpyzok89T5HxLlj,1,0.264,0.00676,1,-36.715,0,0.0354,0.995,0.935,0.184,0.271,87.813,322360,4
7957,Ludwig van Beethoven,"26 Welsh Songs, WoO 155: 16. The Damsels of Cardigan",6mr9ksuZqO3oCS9pRkM3eq,1,0.42,0.0663,7,-20.525,1,0.0535,0.993,2.81e-05,0.0844,0.499,92.276,203000,4
7958,Ludwig van Beethoven,"String Quartet No.12 in E-Flat Major, Op. 127: 3. Scherzando vivace",6nTQk4a28EEBpCv6iYMyEQ,3,0.396,0.172,5,-20.851,0,0.045,0.953,0.33,0.101,0.633,94.422,454827,4
7959,Ludwig van Beethoven,"25 Irish Songs, WoO 152: 6. What Shall I Do to Shew How Much I Love Her?",6noYngYvOYVAJrOiTb6scl,2,0.312,0.113,11,-22.652,0,0.0454,0.984,0.000797,0.0979,0.279,78.135,154000,4
7960,Ludwig van Beethoven,"24 Variations on ""Venni Amore"" in D Major, WoO 65: Variation III",6pDVgQ89zXdJyzAAXWml1U,1,0.527,0.142,2,-24.285,1,0.0523,0.995,0.93,0.15,0.962,105.128,36987,4
7961,Ludwig van Beethoven,"6 Ecossaises in E-Flat Major, WoO 83",6pLE9sMswerKUv8wJtIL4W,1,0.483,0.132,3,-22.751,1,0.0359,0.996,0.931,0.11,0.751,97.256,156680,4
7962,Ludwig van Beethoven,"String Quartet No. 8 in E Minor, Op. 59, No. 2 ""Rasumovsky No. 2"": 2. Molto adagio",6pWJMCNw2Ne8DDryCu3I2x,4,0.164,0.0572,4,-24.184,1,0.0424,0.946,0.393,0.0744,0.0387,88.35,726000,3
7963,Ludwig van Beethoven,"Piano Sonata No. 25 in G Major, Op. 79: 3. Vivace",6ptJmzkBCOT0Bu7t32i6U1,1,0.332,0.13,7,-21.255,1,0.0346,0.993,0.91,0.13,0.743,154.065,113040,4
7964,Ludwig van Beethoven,"12 Irish Songs, WoO 154: 5. Oh! Who, My Dear Dermot",6r4VBKKrVR0rcHV5ekBGq6,1,0.421,0.0742,2,-20.411,1,0.0526,0.994,6.96e-05,0.0773,0.36,104.365,141000,4
7965,Ludwig van Beethoven,"Der glorreiche Augenblick, Op. 136: 1. ""Europa steht!""",6r7UPt9qQmr7CMFjZlPSFv,1,0.435,0.19,9,-16.026,1,0.0311,0.983,0.0772,0.156,0.357,94.07,227187,4
7966,Ludwig van Beethoven,"String Quartet No. 9 in C Major, Op. 59, No. 3 ""Rasumovsky No. 3"": 3. Menuetto. Grazioso",6rgkSsiTzwM15sumdJJsGO,4,0.328,0.12,0,-19.013,1,0.04,0.901,0.838,0.487,0.368,127.898,305573,3
7967,Ludwig van Beethoven,"24 Variations on ""Venni Amore"" in D Major, WoO 65: Variation XI",6syEZSFl8zx6XShNHJ6f9S,1,0.795,0.098,2,-20.951,1,0.198,0.995,0.929,0.12,0.499,88.052,46627,4
7968,Ludwig van Beethoven,"25 Scottish Songs, Op. 108: 9. Behold, My Love, How Green the Groves",6thwNmA8VCdYkgT6J1NZcB,4,0.378,0.154,3,-18.832,1,0.0565,0.989,5.8e-06,0.0988,0.392,64.978,136000,3
7969,Ludwig van Beethoven,"Musik zu einem Ritterballett (1790-91), WoO 1: 3. Jagdlied. Allegretto",6uDKTbfCbFWAjHxqHiYPDB,2,0.289,0.121,2,-17.15,1,0.0888,0.991,0.977,0.424,0.612,202.413,79107,4
7970,Ludwig van Beethoven,"6 Sacred Songs, Op. 48: 3. Vom Tode",6uklt1HH1kHBGDnyj0Cofy,2,0.266,0.0148,11,-23.841,1,0.0386,0.973,4.47e-05,0.0786,0.0326,86.576,130000,3
7971,Ludwig van Beethoven,"Rondo in B-Flat Major, WoO 6",6ulJdgpOfxFZRRy2FYqOO7,1,0.404,0.134,5,-27.312,1,0.0439,0.947,0.803,0.0658,0.178,106.068,666000,4
7972,Ludwig van Beethoven,"7 British Songs, WoO 158b: 1. Adieu, My Lov'd Harp",6wSl0MczsAnhVVxYTdy9OU,2,0.392,0.0439,9,-23.579,1,0.0596,0.992,6.73e-05,0.0854,0.218,106.639,145000,5
7973,Ludwig van Beethoven,"Piano Sonata No. 10 in G Major, Op. 14 No. 2: 2. Andante",6wXHD3oQlhh0yxcVaAZVhi,2,0.405,0.0542,0,-26.925,1,0.0416,0.993,0.935,0.151,0.32,109.357,303747,4
7974,Ludwig van Beethoven,"Piano Sonata No. 13 in E-Flat Major, Op. 27 No. 1: 3. Adagio con espressione",6whBpD4yMeHCQvZFkSp37T,2,0.401,0.0126,8,-24.578,1,0.0525,0.993,0.917,0.311,0.275,70.29,189720,3
7975,Ludwig van Beethoven,"11 Bagatelles, Op. 119: 8. Moderato cantabile",6xb4VSv2MOmodnYQyBYX6q,2,0.459,0.0583,0,-25.983,1,0.0501,0.995,0.902,0.11,0.162,88.746,87933,3
7976,Ludwig van Beethoven,"Piano Sonata No. 5 in C Minor, Op. 10 No. 1: 3. Finale. Prestissimo",6xfWWTKP6Gd2Lkoq5xVc8l,4,0.442,0.25,3,-19.727,1,0.0579,0.992,0.899,0.0858,0.177,98.759,253200,4
7977,Ludwig van Beethoven,"26 Welsh Songs, WoO 155: 25. The Parting Kiss",6xtfXnw4sNQI5HSHvt37SU,1,0.335,0.0838,9,-22.438,0,0.0559,0.991,0.00032,0.0807,0.127,69.016,177000,4
7978,Ludwig van Beethoven,"Symphony No. 9 in D Minor, Op. 125: 1. Allegro ma non troppo, un poco maestoso",6y4MkPf3e5Mx0wAvJosOYI,6,0.256,0.164,10,-16.495,1,0.0385,0.947,0.9,0.116,0.0606,136.972,1001147,4
7979,Ludwig van Beethoven,"23 Songs of Various Nationalities, WoO 158a: 11. Yo no quiero embarcarme",6yJkqWRHfzrqNUZKiosIe1,1,0.435,0.0677,7,-20.325,1,0.0573,0.994,3.26e-06,0.103,0.551,104.448,91000,4
7980,Ludwig van Beethoven,"Bruno Walter Rehearses Beethoven: Symphony No. 9 in D Minor, Op.125 ""Choral"": II. Molto vivace",6yxqZvLebn7Ldley0hQ0NO,3,0.477,0.235,0,-14.215,1,0.305,0.779,3.74e-05,0.755,0.326,103.512,754533,4
7981,Ludwig van Beethoven,"20 Irish Songs, WoO 153: 10. Oh! Thou Hapless Soldier",6zJIts3poT8tpztXKLXSc4,1,0.255,0.0811,5,-20.309,1,0.0517,0.991,0.000123,0.119,0.3,177.309,154000,1
7982,Ludwig van Beethoven,"5 Pieces for Musical Clock, WoO 33: 3. Allegro in G Major",70gjxl1WqXeCsEmtqrse6h,1,0.256,0.0562,7,-28.836,1,0.0752,0.83,0.865,0.205,0.349,66.79,129973,3
7983,Ludwig van Beethoven,"Musik zu einem Ritterballett (1790-91), WoO 1: 7. Deutscher Tanz. Walzer",70h0insUjNIRpo0LUuNPiC,2,0.11,0.0693,4,-24.567,0,0.0435,0.375,0.982,0.336,0.249,171.771,36027,3
7984,Ludwig van Beethoven,"Leonore, Op. 72 / Act 1: ""O wär' ich schon mir dir vereint""",70n6D1dxUIxmuCsNLqXCr0,2,0.34,0.0849,0,-24.565,1,0.0561,0.974,0.0021,0.13,0.116,117.071,202160,3
7985,Ludwig van Beethoven,"Mass in D Major, Op. 123 ""Missa Solemnis"": Sanctus: Pleni sunt coeli",71CUUJpPxZliiUIPBUfKfM,0,0.395,0.522,2,-13.93,1,0.0351,0.919,0.99,0.269,0.563,99.818,75040,4
7986,Ludwig van Beethoven,"20 Irish Songs, WoO 153: 3. The British Light Dragoons",71nneL5syU7FLaAAHDHzLm,1,0.581,0.21,2,-16.065,1,0.0415,0.986,0.000697,0.1,0.596,123.33,164000,4
7987,Ludwig van Beethoven,"7 British Songs, WoO 158b: 6. O Mary, Ye's Be Clad in Silk",728znpDzE8j8pJWpz0UtjN,1,0.256,0.144,0,-20.752,1,0.0431,0.977,0.0,0.0757,0.452,208.158,161000,4
7988,Ludwig van Beethoven,"Piano Sonata No. 29 in B-Flat Major, Op. 106 ""Hammerklavier"": 1. Allegro",72Bj5AjGBcPvdP9MFJuUBf,2,0.343,0.207,10,-18.095,1,0.0429,0.985,0.893,0.173,0.138,115.042,646000,4
7989,Ludwig van Beethoven,"Allegretto in B Minor, WoO 61",74CzfHnSFqY08LSnqOugJY,1,0.502,0.00943,11,-31.083,1,0.055,0.995,0.826,0.0858,0.405,131.784,123867,4
7990,Ludwig van Beethoven,"Kurz ist der Schmerz, WoO 166",74xGZtYm1ObXQFGrYQK4jX,0,0.307,0.0753,10,-20.447,0,0.099,0.988,1.1e-05,0.586,0.0597,81.512,132000,4
7991,Ludwig van Beethoven,"20 Irish Songs, WoO 153: 16. O Might I But My Patrick Love!",76sDbXhlMxuDPx73cxNqbb,1,0.265,0.091,3,-19.763,1,0.0609,0.989,0.000321,0.0959,0.356,184.7,255000,4
7992,Ludwig van Beethoven,"20 Irish Songs, WoO 153: 12. I'll Praise the Saints with Early Song",77085Aw0mLaD5llJkZd9UY,1,0.295,0.0737,7,-20.134,0,0.0449,0.991,0.0014,0.238,0.165,95.235,271000,3
7993,Ludwig van Beethoven,"12 Minuets, WoO 7: 2. Minuet in B Major",77P8LouCscGX1HHeIKIaQJ,1,0.589,0.0251,10,-19.451,1,0.0443,0.993,0.901,0.112,0.359,120.07,128320,3
7994,Ludwig van Beethoven,"6 Songs of Various Nationalities, WoO 158c: 4. Bonnie Wee Thing",784c3jxIaBzkf5NPKrNnOe,1,0.311,0.128,9,-18.803,1,0.0516,0.994,1.6e-06,0.228,0.402,142.597,123000,4
7995,Ludwig van Beethoven,"33 Variations on a Waltz by Diabelli in C Major, Op. 120: Variation XXII. Allegro molto",78dYapwz8YZmdU4NXFHKjh,0,0.54,0.023,0,-22.745,1,0.0388,0.994,0.868,0.262,0.628,89.802,49107,4
7996,Ludwig van Beethoven,"15 Variations on ""Eroica"" in E-Flat Major, Op. 35: Finale. Alla Fuga. Allegro con brio",78f7hE2mFO9tEBtkeb28j6,0,0.291,0.233,3,-19.183,1,0.0381,0.99,0.915,0.0748,0.277,129.625,288667,4
7997,Ludwig van Beethoven,"Piano Concerto in D Major, Op. 61a: 1. Allegretto ma non troppo",79QhkOVv15OBuOcYEdSfDm,5,0.31,0.129,2,-19.921,1,0.0358,0.98,0.893,0.094,0.096,105.909,1446733,4
7998,Ludwig van Beethoven,"12 Irish Songs, WoO 154: 8. Save Me From the Grave and Wise",7AUXvV8GOSx1ntt3vTZkCW,1,0.556,0.166,5,-22.054,1,0.0622,0.99,0.000669,0.186,0.903,84.791,121000,4
7999,Ludwig van Beethoven,"Quintet for three horns, oboe and bassoon, Hess 19: 1. Moderato",7BcodsLcTWwdnHUNANwuZS,4,0.212,0.024,3,-24.538,1,0.042,0.996,0.849,0.16,0.176,78.59,446400,4
8000,Ludwig van Beethoven,"25 Scottish Songs, Op. 108: 8. The lovely Lass of Inverness",7Bhmd7GHGsq3O87DS1M9LR,3,0.237,0.0345,2,-24.219,0,0.0445,0.993,1.82e-05,0.125,0.122,176.845,174000,3
8001,Ludwig van Beethoven,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: 1. Allegro",7ByteFZkQ2Ob2iu0pKWghR,3,0.411,0.0892,11,-22.152,1,0.0446,0.995,0.884,0.107,0.115,132.606,422640,4
8002,Ludwig van Beethoven,"Piano Sonata No. 12 in A-Flat Major, Op. 26: 4. Allegro",7CBlv9B1znxfyMkJ1M09fC,2,0.353,0.186,3,-21.436,1,0.0327,0.99,0.875,0.136,0.462,105.794,215867,4
8003,Ludwig van Beethoven,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": 1. Allegro assai",7EBZDQhFb4RvaIp6VkczXQ,2,0.349,0.127,8,-19.905,1,0.0463,0.987,0.931,0.0741,0.0471,113.918,666840,4
8004,Wolfgang Amadeus Mozart,"Piano Concerto No. 20 in D Minor, K. 466: 3. Rondo (Allegro assai)",7FMd1TMMDOvqINXdvADuDF,4,0.384,0.143,2,-19.509,0,0.0354,0.988,0.921,0.0831,0.259,125.361,491587,4
8005,Ludwig van Beethoven,"Octet in E-Flat Major, Op. 103: 4. Finale. Presto",7FU9Jt1g7H22jmqv33Kdah,2,0.561,0.156,3,-18.723,1,0.0381,0.994,0.913,0.122,0.599,134.701,219653,4
8006,Ludwig van Beethoven,"Piano Sonata No. 4 in E-Flat Major, Op. 7: 2. Largo, con gran espressione",7GHPGPoKDtGR4w5GyvyU5y,4,0.554,0.00261,0,-26.573,1,0.0947,0.993,0.906,0.0953,0.184,132.887,599840,5
8007,Ludwig van Beethoven,"33 Variations on a Waltz by Diabelli in C Major, Op. 120: Variation XVIII. Poco moderato",7H7mDFXE4ypCymtpApGck3,0,0.391,0.00984,0,-30.357,1,0.046,0.992,0.878,0.0976,0.225,128.886,149667,4
8008,Ludwig van Beethoven,"25 Scottish Songs, Op. 108: 2. Sunset",7ILdYPklO9RSEOwBD66XSu,6,0.307,0.0808,0,-22.371,1,0.0357,0.989,0.048,0.112,0.185,100.054,215000,4
8009,Ludwig van Beethoven,"Music To Goethe's Tragedy ""Egmont"", Op. 84: 3. Entr'acte II. Larghetto",7KWpl3SxgsbCo9ybJePRYY,1,0.25,0.0279,3,-25.99,1,0.0404,0.964,0.455,0.115,0.0567,92.773,299920,4
8010,Ludwig van Beethoven,"33 Variations on a Waltz by Diabelli in C Major, Op. 120: Variation XV. Presto scherzando",7LaHnvFFgNA1mkKHb96Mbl,0,0.399,0.153,0,-32.015,1,0.0461,0.994,0.922,0.154,0.731,122.882,32240,4
8011,Ludwig van Beethoven,"Trauerkantate auf den Tod Kaiser Josephs II, WoO 87: 4. ""Da stiegen die Menschen an's Licht""",7a5c9zylWPCzp2HnIj92Pa,2,0.12,0.0964,5,-23.773,1,0.0485,0.989,0.813,0.0887,0.0379,75.383,383000,3
8012,Ludwig van Beethoven,"Piano Sonata No. 10 in G Major, Op. 14 No. 2: I. Allegro",7a7StwwmWqfDqYy7UBpek9,6,0.252,0.0241,7,-28.806,1,0.0403,0.993,0.925,0.0962,0.179,76.64,447830,4
8013,Ludwig van Beethoven,"20 Irish Songs, WoO 153: 20. Thy Ship Must Sail, My Henry Dear",7akkYhOWx2GbDBABW5vdDd,1,0.456,0.0654,2,-18.714,0,0.0631,0.99,0.00627,0.0965,0.275,113.441,167000,4
8014,Ludwig van Beethoven,"Fidelio, Op. 72: ""Gott! Welch Dunkel hier! - In des Lebens Frühlingstagen""",7as8slgjGYYIG2ClzKyML6,1,0.226,0.133,5,-15.296,0,0.04,0.957,7.12e-05,0.112,0.0543,92.883,565907,4
8015,Ludwig van Beethoven,"3 Sonatas for Piano, WoO 47: 2. Sonata in F Minor: II. Andante",7cEB83WKB9wqtvmWn2p4fd,1,0.498,0.0136,8,-31.698,1,0.0722,0.994,0.913,0.108,0.204,102.983,399013,4
8016,Ludwig van Beethoven,"Leonore, Op. 72 / Act 2: ""Der Gouverneur ist da""",7cfmh2V71JMPcNEMlbaIpe,1,0.61,0.052,11,-38.916,0,0.351,0.438,0.0,0.354,0.455,83.399,41333,4
8017,Ludwig van Beethoven,"12 German Dances, WoO 13",7cgv2PeOllMb9MkYAR3G7V,1,0.474,0.0436,2,-26.355,1,0.0401,0.992,0.889,0.0761,0.468,120.395,823000,4
8018,Ludwig van Beethoven,"Sextet in E-Flat Major, Op. 81b: 3. Rondo. Allegro",7d9ZuhV866FKPvitpnq411,2,0.502,0.0794,3,-22.452,1,0.0492,0.989,0.446,0.107,0.349,132.646,331987,1
8019,Ludwig van Beethoven,"Prelude and Fugue in F Major, Hess 30: Fugue",7detRZgAXK521BnXHzJDT1,3,0.456,0.159,5,-18.296,1,0.0438,0.982,0.0613,0.0786,0.571,72.7,180693,4
8020,Ludwig van Beethoven,"Symphony No. 9 in D Minor, Op. 125: 4. Presto. Allegro assai",7er4ZkECoXcZdqKClIuVlY,6,0.331,0.379,2,-13.366,1,0.0638,0.961,0.033,0.138,0.0661,135.75,1020427,4
8021,Ludwig van Beethoven,"20 Irish Songs, WoO 153: 17. Come, Darby Dear",7fwVCftWEu90v13rJ8a8Bm,1,0.576,0.0827,9,-16.264,1,0.0642,0.993,0.000396,0.127,0.546,103.198,124000,4
8022,Ludwig van Beethoven,"6 Minuets, WoO 10: 5. Minuet in D Major - Trio",7gArkMfSRCOCqDwkQTqp3d,1,0.641,0.0362,2,-23.623,1,0.0707,0.993,0.948,0.121,0.54,121.342,124107,3
8023,Ludwig van Beethoven,"Piano Sonata No. 17 in D Minor, Op. 31 No. 2 ""Tempest"": 1. Largo - Allegro",7gS9YeLoGfFdFBHvWUF0Qt,1,0.369,0.237,2,-23.694,0,0.0469,0.986,0.887,0.105,0.0888,123.746,466400,4
8024,Ludwig van Beethoven,"Leonore, Op. 72 / Act 2: ""Ha! Welch ein Augenblick!""",7hhjNzHlESX0P4mLVt2RBC,1,0.491,0.323,2,-15.85,1,0.0438,0.939,0.039,0.281,0.206,88.375,186733,4
8025,Ludwig van Beethoven,"25 Scottish Songs, Op. 108: 17. O Mary, at Thy Window Be",7iUj1btrAu0fhPETshQC2U,2,0.389,0.183,2,-19.642,1,0.0813,0.992,0.000271,0.106,0.524,144.655,149000,4
8026,Ludwig van Beethoven,"9 Variations on a March by Dressler, WoO 63: Thema. Maestoso in C Minor",7igorLW0RMirOc6AmuIkb9,1,0.382,0.0565,0,-25.55,0,0.0469,0.991,0.915,0.0842,0.118,114.708,439827,5
8027,Ludwig van Beethoven,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": V. Shepherd's Song. Happy and Thankful Feelings after the Storm. Allegretto (Live)",7jLqXxexbl8vz65FIASNyA,6,0.218,0.0269,5,-24.091,1,0.0357,0.953,0.89,0.115,0.0557,87.803,578960,3
8028,Ludwig van Beethoven,"Mass in D Major, Op. 123 ""Missa Solemnis"": Agnus Dei: Dona nobis pacem",7jnFSpwEAEE55IZQRtF44Y,2,0.185,0.204,2,-18.988,1,0.0391,0.938,0.962,0.426,0.0696,63.462,139027,4
8029,Ludwig van Beethoven,"String Quartet No. 11 in F Minor, Op. 95 ""Serioso"": 3. Allegro assai vivace ma serioso",7jnf6LPNH41P2HP2pnt32I,3,0.337,0.152,4,-16.28,0,0.046,0.955,0.707,0.121,0.158,184.339,250520,3
8030,Ludwig van Beethoven,"12 Contredanses, WoO 14: 5. Contredanse - Trio in E Major",7jzcgzhZXGJxCtkadengPl,1,0.694,0.315,3,-17.853,1,0.0372,0.972,0.0972,0.316,0.845,134.963,60760,4
8031,Ludwig van Beethoven,"String Quartet No. 11 in F Minor, Op. 95 ""Serioso"": 2. Allegretto ma non troppo",7kmUCJ7ISJRRfff8GBrIf2,4,0.238,0.101,2,-21.647,1,0.0472,0.954,0.649,0.279,0.0528,119.574,404973,4
8032,Ludwig van Beethoven,"3 Gesänge, Op. 83: 3. Mit einem gemalten Band",7lPGnARyvksrWCsjlrLlBI,0,0.385,0.122,3,-19.253,1,0.0821,0.986,0.00176,0.106,0.544,172.837,109000,3
8033,Ludwig van Beethoven,"23 Songs of Various Nationalities, WoO 158a: 9. Oj, oj upilem sie w karczmie",7maovShSR603rMHUEWCKMy,1,0.634,0.198,7,-19.379,1,0.0386,0.993,0.785,0.138,0.791,128.689,83000,4
8034,Ludwig van Beethoven,"3 Marches, Op. 45: No. 1 Allegro ma non troppo in C Major",7mcYW8vqrhkOUyfARq6JHf,1,0.506,0.133,0,-19.243,1,0.0451,0.984,0.878,0.0683,0.366,118.143,226173,4
8035,Ludwig van Beethoven,"Merkenstein, WoO 144",7n151dll4VLj7jnNr7Wnpr,3,0.264,0.0161,1,-28.03,1,0.0582,0.975,1.3e-05,0.102,0.0711,163.807,219373,5
8036,Ludwig van Beethoven,"Leonore: Overture No. 3, Op. 72b",7n1cOqjex5pe4fAsr0PTJg,3,0.221,0.185,0,-14.275,1,0.0402,0.987,0.884,0.333,0.112,76.398,846240,3
8037,Ludwig van Beethoven,"Musik zu einem Ritterballett (1790-91), WoO 1: 2. Deutscher Gesang. Allegro moderato",7nSAwPPwrVimyNgHDEuJ20,2,0.41,0.0463,2,-24.092,1,0.0397,0.908,0.777,0.187,0.395,72.454,55893,1
8038,Ludwig van Beethoven,"7 Bagatelles, Op. 33: 4. Andante",7netTyiXE8mlAJXZhRmCA9,3,0.399,0.0557,9,-28.914,1,0.0508,0.992,0.946,0.079,0.213,97.648,210187,4
8039,Ludwig van Beethoven,"Piano Sonata No. 26 in E-Flat Major, Op. 81a ""Les adieux"": I. Das Lebewohl. Adagio - Allegro",7oEpskA1Xoa1IVcFys1yj9,5,0.398,0.0176,3,-25.523,1,0.0545,0.992,0.91,0.222,0.227,107.955,461580,4
8040,Ludwig van Beethoven,"7 British Songs, WoO 158b: 3. O Was Not I a Weary Wight! (Oh ono chri!)",7p6blnRfaNZDoQzBuXFYxy,1,0.354,0.0586,5,-22.942,1,0.0698,0.993,1.14e-05,0.113,0.223,88.474,265000,3
8041,Ludwig van Beethoven,"2 Rondos, Op. 51: 1. Moderato e grazioso in C Major",7pJvKYS9yIHMPMqzSJ9yQQ,2,0.263,0.0486,0,-26.622,1,0.0388,0.991,0.917,0.0939,0.15,88.812,343107,4
8042,Ludwig van Beethoven,"Piano Sonata No. 17 in D Minor, Op. 31 No. 2 ""The Tempest"": 1. Largo - Allegro",7qDJxGe6vBMw9zO5V847Cl,2,0.378,0.128,2,-23.751,0,0.0468,0.991,0.921,0.099,0.0564,107.837,502333,4
8043,Ludwig van Beethoven,"11 Bagatelles, Op. 119: 2. Andante con moto",7qKYNHl1xCZ0qtZtqiC1cM,3,0.225,0.237,7,-22.161,1,0.0474,0.989,0.923,0.131,0.151,173.299,59267,4
8044,Ludwig van Beethoven,"Rondion in E-Flat Major, WoO 25",7qMJf7STkE79vqonkTwLtv,2,0.217,0.0603,3,-18.971,1,0.0414,0.995,0.835,0.112,0.12,95.675,386013,4
8045,Ludwig van Beethoven,"Sextet in E-Flat Major, Op. 71: 4. Rondo. Allegro",7rXFzjDoRNmOIgMRwURBMm,2,0.42,0.0742,3,-21.086,1,0.0359,0.995,0.903,0.105,0.421,147.487,236160,4
8046,Ludwig van Beethoven,"Piano Quartet in E-Flat Major, Op. 16a: I. Grave - Allegro, ma non troppo",7rYhS3cQdPxt6oPKRWVFKX,5,0.326,0.0966,3,-18.82,1,0.0454,0.977,0.892,0.0718,0.262,166.241,766616,3
8047,Ludwig van Beethoven,"26 Welsh Songs, WoO 155: 6 The Fair Maid of Mona",7rdx5BJGc9ouzBXaIrAaK7,1,0.256,0.0688,5,-20.628,1,0.0516,0.991,0.023,0.0901,0.226,89.538,168000,4
